,be_code,be_description,eo_class_code,eo_class_description,eo_model_name,teh_mesto,gar_no,eo_code,head_type,operation_start_date,expected_operation_period_years,expected_operation_finish_date,sap_planned_finish_operation_date,expected_operation_status_code,expected_operation_status_code_date,sap_system_status,sap_user_status,reported_operation_finish_date,reported_operation_status,evaluated_operation_finish_date
1330,1100.0,"АО ""Полюс Красноярск""",E05_02,Бульдозеры гусеничные,Бульдозер Т-11,11-GRS-UBUR-BZ01,1165KY24,100000061761,head,2013-05-22,12,2025-05-22 00:00:00.000000,0,operation,2027-12-31 00:00:00,УСТН,plug,,,1970-01-01 00:00:00.000000013
1331,1100.0,"АО ""Полюс Красноярск""",,,,11-GRS-UBUR-BZ01,КУ116524,100000045093,component,2013-05-22,12,2025-05-22 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1332,1100.0,"АО ""Полюс Красноярск""",,,,11-GRS-UBUR-BZ01,КУ116524,100000045094,component,2013-05-22,12,2025-05-22 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1333,1100.0,"АО ""Полюс Красноярск""",,,,11-GRS-UBUR-BZ01,КУ116524,100000045095,component,2013-05-22,12,2025-05-22 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1334,1100.0,"АО ""Полюс Красноярск""",E02_05,Станки буровые ударно-канатного бурения,Установка буровая CS14,11-GRS-UBUR-DR01,32,100000061759,head,2007-11-26,12,2019-11-26 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,УСТН,plug,,,1970-01-01 00:00:00.000000013
1335,1100.0,"АО ""Полюс Красноярск""",E02_02,Станки буровые вращ. бур. коронками,Установка буровая УРБ-2А2,11-GRS-UBUR-DR02,08,100000061760,head,2013-04-23,12,2025-04-23 00:00:00.000000,0,operation,2027-12-31 00:00:00,УСТН,plug,,,1970-01-01 00:00:00.000000013
1336,1100.0,"АО ""Полюс Красноярск""",E02_02,Станки буровые вращ. бур. коронками,Установка буровая CS1000,11-GRS-UBUR-DR04,8643ХА24,100000061756,head,2006-09-18,12,2018-09-18 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,УСТН,plug,,,1970-01-01 00:00:00.000000013
1337,1100.0,"АО ""Полюс Красноярск""",E02_02,Станки буровые вращ. бур. коронками,Установка буровая PS1000,11-GRS-UBUR-DR05,8660ХА24,100000061757,head,2006-12-29,12,2018-12-29 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,УСТН,plug,,,1970-01-01 00:00:00.000000013
1338,1100.0,"АО ""Полюс Красноярск""",E02_05,Станки буровые ударно-канатного бурения,Установка буровая CS10,11-GRS-UBUR-DR06,8663ХА24,100000028865,head,2006-11-21,12,2018-11-21 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,УСТН,plug,,,1970-01-01 00:00:00.000000013
1339,1100.0,"АО ""Полюс Красноярск""",E17_11,Погрузчики фронтальные,Машина многоцел МКСМ,11-MGO-CRGT-RGBB-LF13,РГБ БЛАГОДАТНОЕ,100000052088,head,2007-06-22,12,2019-06-22 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,УСТН,plug,,,1970-01-01 00:00:00.000000013
1340,1100.0,"АО ""Полюс Красноярск""",,,,11-MGO-CRGT-RGBB-LF13,РГБ БЛАГОДАТНОЕ,100000043988,component,2007-06-22,12,2019-06-22 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1341,1100.0,"АО ""Полюс Красноярск""",,,,11-MGO-CRGT-RGBB-LF13,РГБ БЛАГОДАТНОЕ,100000043989,component,2007-06-22,12,2019-06-22 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1342,1100.0,"АО ""Полюс Красноярск""",,,,11-MGO-CRGT-RGBB-LF13,РГБ БЛАГОДАТНОЕ,100000043991,component,2007-06-22,12,2019-06-22 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1343,1100.0,"АО ""Полюс Красноярск""",E17_11,Погрузчики фронтальные,Машина многоцел МКСМ,11-MGO-CRGT-RGBV-LF05,7113ХЕ24,100000058882,head,2015-12-01,12,2027-12-01 00:00:00.000000,0,operation,2027-12-31 00:00:00,УСТН,plug,,,1970-01-01 00:00:00.000000013
1344,1100.0,"АО ""Полюс Красноярск""",,,,11-MGO-CRGT-RGBV-LF05,7113ХЕ24,100000043992,component,2015-12-01,12,2027-12-01 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1345,1100.0,"АО ""Полюс Красноярск""",,,,11-MGO-CRGT-RGBV-LF05,7113ХЕ24,100000043993,component,2015-12-01,12,2027-12-01 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1346,1100.0,"АО ""Полюс Красноярск""",,,,11-MGO-CRGT-RGBV-LF05,7113ХЕ24,100000043994,component,2015-12-01,12,2027-12-01 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1347,1100.0,"АО ""Полюс Красноярск""",E02_02,Станки буровые вращ. бур. коронками,Установка буровая БКМ-534,11-RUD-BLAG-ENSL-DR01,06,100000061893,head,2012-09-10,12,2024-09-10 00:00:00.000000,0,operation,2027-12-31 00:00:00,УСТН,plug,,,1970-01-01 00:00:00.000000013
1348,1100.0,"АО ""Полюс Красноярск""",E03_02,Экскаваторы электрические,Экскаваторы ЭКГ-10,11-RUD-BLAG-UGBL-E101,22,100000061735,head,2007-12-31,12,2019-12-31 00:00:00.000000,2026-07-01 00:00:00,operation,2027-12-31 00:00:00,УСТН,СИНХ,,,2026-07-01 00:00:00.000000000
1349,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E101,22,100000043598,component,2007-12-31,12,2019-12-31 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1350,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E101,22,100000043261,component,2007-12-31,12,2019-12-31 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1351,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E101,22,100000043290,component,2007-12-31,12,2019-12-31 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1352,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E101,22,100000043317,component,2007-12-31,12,2019-12-31 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1353,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E101,22,100000043346,component,2007-12-31,12,2019-12-31 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1354,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E101,22,100000043373,component,2007-12-31,12,2019-12-31 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1355,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E101,22,100000043574,component,2007-12-31,12,2019-12-31 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1356,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E101,22,100000043621,component,2007-12-31,12,2019-12-31 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1357,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E101,22,100000043645,component,2007-12-31,12,2019-12-31 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1358,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E101,22,100000043696,component,2007-12-31,12,2019-12-31 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1359,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E101,22,100000043725,component,2007-12-31,12,2019-12-31 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1360,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E101,22,100000043401,component,2007-12-31,12,2019-12-31 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1361,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E101,22,100000043427,component,2008-02-19,12,2020-02-19 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1362,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E101,22,100000043449,component,2007-12-31,12,2019-12-31 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1363,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E101,22,100000043473,component,2007-12-31,12,2019-12-31 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1364,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E101,22,100000043495,component,2007-12-31,12,2019-12-31 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1365,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E101,22,100000043517,component,2008-02-19,12,2020-02-19 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1366,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E101,22,100000043546,component,2007-12-31,12,2019-12-31 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1367,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E101,22,100000043668,component,2008-02-19,12,2020-02-19 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1368,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E101,АГИТО,100000098871,component,2017-07-14,12,2029-07-14 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1369,1100.0,"АО ""Полюс Красноярск""",E03_02,Экскаваторы электрические,Экскаваторы ЭКГ-10,11-RUD-BLAG-UGBL-E102,28,100000063333,head,2012-01-31,12,2024-01-31 00:00:00.000000,2028-07-01 00:00:00,operation,2027-12-31 00:00:00,УСТН,СИНХ,,,2028-07-01 00:00:00.000000000
1370,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E102,28,100000043285,component,2012-01-31,12,2024-01-31 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1371,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E102,28,100000043313,component,2012-01-31,12,2024-01-31 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1372,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E102,28,100000043341,component,2012-01-31,12,2024-01-31 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1373,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E102,28,100000043369,component,2012-01-31,12,2024-01-31 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1374,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E102,28,100000043397,component,2012-01-31,12,2024-01-31 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1375,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E102,28,100000043593,component,2012-01-31,12,2024-01-31 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1376,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E102,28,100000043617,component,2012-01-31,12,2024-01-31 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1377,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E102,28,100000043641,component,2012-01-31,12,2024-01-31 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1378,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E102,28,100000043663,component,2012-01-31,12,2024-01-31 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1381,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E102,28,100000043422,component,2009-11-30,12,2021-11-30 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1382,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E102,28,100000043446,component,2009-11-30,12,2021-11-30 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1383,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E102,28,100000043469,component,2009-11-30,12,2021-11-30 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1384,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E102,28,100000043492,component,2009-11-30,12,2021-11-30 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1385,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E102,28,100000043514,component,2009-11-30,12,2021-11-30 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1386,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E102,28,100000043541,component,2009-11-30,12,2021-11-30 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1387,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E102,28,100000043570,component,2009-11-30,12,2021-11-30 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1389,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E102,АГИТО,100000098863,component,2017-07-14,12,2029-07-14 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1390,1100.0,"АО ""Полюс Красноярск""",E03_02,Экскаваторы электрические,Экскаваторы ЭКГ-10,11-RUD-BLAG-UGBL-E103,32,100000063336,head,2017-02-28,12,2029-02-28 00:00:00.000000,2033-07-01 00:00:00,operation,2027-12-31 00:00:00,УСТН,СИНХ,,,2033-07-01 00:00:00.000000000
1391,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E103,32,100000043596,component,2017-02-28,12,2029-02-28 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1392,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E103,32,100000043287,component,2017-02-28,12,2029-02-28 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1393,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E103,32,100000043315,component,2017-02-28,12,2029-02-28 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1394,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E103,32,100000043344,component,2017-02-28,12,2029-02-28 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1395,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E103,32,100000043371,component,2017-02-28,12,2029-02-28 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1396,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E103,32,100000043399,component,2017-02-28,12,2029-02-28 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1397,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E103,32,100000043619,component,2017-02-28,12,2029-02-28 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1398,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E103,32,100000043643,component,2017-02-28,12,2029-02-28 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1399,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E103,32,100000043665,component,2017-02-28,12,2029-02-28 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1403,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E103,32,100000043424,component,2009-11-30,12,2021-11-30 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1404,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E103,32,100000043448,component,2009-11-30,12,2021-11-30 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1405,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E103,32,100000043472,component,2009-11-30,12,2021-11-30 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1406,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E103,32,100000043494,component,2009-11-30,12,2021-11-30 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1407,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E103,32,100000043516,component,2009-11-30,12,2021-11-30 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1408,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E103,32,100000043543,component,2009-11-30,12,2021-11-30 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1409,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E103,32,100000043572,component,2009-11-30,12,2021-11-30 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1412,1100.0,"АО ""Полюс Красноярск""",E03_02,Экскаваторы электрические,Экскаваторы ЭКГ-10,11-RUD-BLAG-UGBL-E105,02,100000062743,head,1996-09-01,12,2008-09-01 00:00:00.000000,2023-01-01 00:00:00,operation,2027-12-31 00:00:00,УСТН,СИНХ,,,2023-01-01 00:00:00.000000000
1413,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E105,2,100000043583,component,1996-09-01,12,2008-09-01 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1414,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E105,2,100000043275,component,1996-09-01,12,2008-09-01 00:00:00.000000,2021-12-31 00:00:00,operation_finished,2027-12-31 00:00:00,ПВЕО,plug,,,2021-12-31 00:00:00.000000000
1415,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E105,2,100000043303,component,1996-09-01,12,2008-09-01 00:00:00.000000,2021-12-31 00:00:00,operation_finished,2027-12-31 00:00:00,ПВЕО,plug,,,2021-12-31 00:00:00.000000000
1416,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E105,2,100000043331,component,1996-09-01,12,2008-09-01 00:00:00.000000,2021-12-31 00:00:00,operation_finished,2027-12-31 00:00:00,ПВЕО,plug,,,2021-12-31 00:00:00.000000000
1417,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E105,2,100000043360,component,1996-09-01,12,2008-09-01 00:00:00.000000,2021-12-31 00:00:00,operation_finished,2027-12-31 00:00:00,ПВЕО,plug,,,2021-12-31 00:00:00.000000000
1418,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E105,2,100000043387,component,1996-09-01,12,2008-09-01 00:00:00.000000,2021-12-31 00:00:00,operation_finished,2027-12-31 00:00:00,ПВЕО,plug,,,2021-12-31 00:00:00.000000000
1419,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E105,2,100000043607,component,1996-09-01,12,2008-09-01 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1420,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E105,2,100000043631,component,1996-09-01,12,2008-09-01 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1421,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E105,2,100000043654,component,1996-09-01,12,2008-09-01 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1422,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E105,2,100000043710,component,1996-09-01,12,2008-09-01 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1423,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E105,2,100000043739,component,1996-09-01,12,2008-09-01 00:00:00.000000,0,operation_finished,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1424,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E105,УЧАСТОК АГИТО,100000036869,component,2019-05-10,12,2031-05-10 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1425,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E105,2,100000043412,component,2008-02-19,12,2020-02-19 00:00:00.000000,2021-12-31 00:00:00,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,2021-12-31 00:00:00.000000000
1426,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E105,2,100000043437,component,2008-02-19,12,2020-02-19 00:00:00.000000,2021-12-31 00:00:00,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,2021-12-31 00:00:00.000000000
1427,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E105,2,100000043459,component,2008-02-19,12,2020-02-19 00:00:00.000000,2021-12-31 00:00:00,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,2021-12-31 00:00:00.000000000
1428,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E105,2,100000043482,component,2008-02-19,12,2020-02-19 00:00:00.000000,2021-12-31 00:00:00,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,2021-12-31 00:00:00.000000000
1429,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E105,2,100000043505,component,2008-02-19,12,2020-02-19 00:00:00.000000,2021-12-31 00:00:00,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,2021-12-31 00:00:00.000000000
1430,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E105,2,100000043531,component,2008-02-19,12,2020-02-19 00:00:00.000000,2021-12-31 00:00:00,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,2021-12-31 00:00:00.000000000
1431,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E105,2,100000043560,component,2008-02-19,12,2020-02-19 00:00:00.000000,2021-12-31 00:00:00,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,2021-12-31 00:00:00.000000000
1432,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E105,2,100000043682,component,2008-02-19,12,2020-02-19 00:00:00.000000,2021-12-31 00:00:00,operation_finished,2027-12-31 00:00:00,ПВЕО,КМПН,,,2021-12-31 00:00:00.000000000
1433,1100.0,"АО ""Полюс Красноярск""",E03_02,Экскаваторы электрические,Экскаваторы ЭКГ-10,11-RUD-BLAG-UGBL-E106,30,100000062738,head,2012-12-31,12,2024-12-31 00:00:00.000000,2029-07-01 00:00:00,operation,2027-12-31 00:00:00,УСТН,СИНХ,,,2029-07-01 00:00:00.000000000
1434,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E106,30,100000043582,component,2012-12-31,12,2024-12-31 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1435,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E106,30,100000043629,component,2012-12-31,12,2024-12-31 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,КМПН,,,1970-01-01 00:00:00.000000013
1436,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E106,30,100000043272,component,2012-12-31,12,2024-12-31 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1437,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E106,30,100000043300,component,2012-12-31,12,2024-12-31 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
1438,1100.0,"АО ""Полюс Красноярск""",,,,11-RUD-BLAG-UGBL-E106,30,100000043328,component,2012-12-31,12,2024-12-31 00:00:00.000000,0,operation,2027-12-31 00:00:00,ПВЕО,plug,,,1970-01-01 00:00:00.000000013
